champion_name,role,matchup_type,counter_champion,matchup_winrate,rank
Hecarim,JUNGLE,strong_against,Rengar,54.68%,4
Hecarim,JUNGLE,strong_against,Nidalee,54.49%,5
Hecarim,JUNGLE,strong_against,Ambessa,54.21%,6
Hecarim,JUNGLE,strong_against,Qiyana,54.12%,7
Hecarim,JUNGLE,strong_against,Rek'Sai,54.03%,8
Hecarim,JUNGLE,strong_against,Viego,52.46%,9
Hecarim,JUNGLE,strong_against,Quinn,52.03%,10
Hecarim,JUNGLE,weak_against,Udyr,39.02%,1
Hecarim,JUNGLE,weak_against,Rammus,40.30%,2
Hecarim,JUNGLE,weak_against,Aatrox,41.88%,3
Hecarim,JUNGLE,weak_against,Diana,41.91%,4
Hecarim,JUNGLE,weak_against,Nunu & Willump,42.86%,5
Hecarim,JUNGLE,weak_against,Shyvana,43.16%,6
Hecarim,JUNGLE,weak_against,Amumu,43.40%,7
Hecarim,JUNGLE,weak_against,Jax,43.41%,8
Hecarim,JUNGLE,weak_against,Trundle,44.44%,9
Hecarim,JUNGLE,weak_against,Skarner,44.72%,10
Heimerdinger,TOP,strong_against,Tahm Kench,64.71%,1
Heimerdinger,TOP,strong_against,Ambessa,60.00%,2
Heimerdinger,TOP,strong_against,Mordekaiser,58.54%,3
Heimerdinger,TOP,strong_against,Volibear,57.58%,4
Heimerdinger,TOP,strong_against,Cho'Gath,56.60%,5
Heimerdinger,TOP,strong_against,Jayce,56.34%,6
Heimerdinger,TOP,strong_against,Sett,55.56%,7
Heimerdinger,TOP,strong_against,Gwen,54.84%,8
Heimerdinger,TOP,strong_against,Singed,54.76%,9
Heimerdinger,TOP,strong_against,Shen,54.72%,10
Heimerdinger,TOP,weak_against,Kled,36.67%,1
Heimerdinger,TOP,weak_against,Teemo,41.77%,2
Heimerdinger,TOP,weak_against,Malphite,42.67%,3
Heimerdinger,TOP,weak_against,Sion,43.75%,4
Heimerdinger,TOP,weak_against,Riven,45.16%,5
Heimerdinger,TOP,weak_against,Akali,45.45%,6
Heimerdinger,TOP,weak_against,Nasus,45.66%,7
Heimerdinger,TOP,weak_against,Fiora,45.71%,8
Heimerdinger,TOP,weak_against,K'Sante,45.76%,9
Heimerdinger,TOP,weak_against,Gnar,46.48%,10
Hwei,ADC,strong_against,Varus,70.59%,1
Hwei,ADC,strong_against,Samira,66.18%,2
Hwei,ADC,strong_against,Lucian,64.93%,3
Hwei,ADC,strong_against,Aphelios,60.00%,4
Hwei,ADC,strong_against,Yasuo,60.00%,5
Hwei,ADC,strong_against,Ashe,59.79%,6
Hwei,ADC,strong_against,Caitlyn,59.28%,7
Hwei,ADC,strong_against,Ziggs,58.57%,8
Hwei,ADC,strong_against,Draven,57.83%,9
Hwei,ADC,strong_against,Kog'Maw,54.76%,10
Hwei,ADC,weak_against,Syndra,41.98%,1
Hwei,ADC,weak_against,Kalista,43.59%,2
Hwei,ADC,weak_against,Sivir,43.69%,3
Hwei,ADC,weak_against,Xerath,44.44%,4
Hwei,ADC,weak_against,Viktor,46.36%,5
Hwei,ADC,weak_against,Jinx,46.49%,6
Hwei,ADC,weak_against,Vayne,47.06%,7
Hwei,ADC,weak_against,Mel,47.83%,8
Hwei,ADC,weak_against,Smolder,47.95%,9
Hwei,ADC,weak_against,Tristana,49.13%,10
Hwei,MID,strong_against,Pantheon,69.23%,1
Hwei,MID,strong_against,Swain,66.67%,2
Hwei,MID,strong_against,Jayce,66.04%,3
Hwei,MID,strong_against,Brand,64.10%,4
Hwei,MID,strong_against,Talon,58.89%,5
Hwei,MID,strong_against,Naafiri,58.33%,6
Hwei,MID,strong_against,Cho'Gath,56.25%,7
Hwei,MID,strong_against,Irelia,56.16%,8
Hwei,MID,strong_against,Galio,56.15%,9
Hwei,MID,strong_against,Anivia,55.48%,10
Hwei,MID,weak_against,Annie,41.98%,1
Hwei,MID,weak_against,Vex,42.54%,2
Hwei,MID,weak_against,Vel'Koz,43.10%,3
Hwei,MID,weak_against,Ziggs,43.24%,4
Hwei,MID,weak_against,Lux,45.50%,5
Hwei,MID,weak_against,Zoe,46.25%,6
Hwei,MID,weak_against,Fizz,46.88%,7
Hwei,MID,weak_against,Zed,47.22%,8
Hwei,MID,weak_against,Ekko,47.74%,9
Hwei,MID,weak_against,Akshan,48.45%,10
Hwei,SUPPORT,strong_against,Yuumi,63.89%,1
Hwei,SUPPORT,strong_against,Bard,61.90%,2
Hwei,SUPPORT,strong_against,Xerath,60.00%,3
Hwei,SUPPORT,strong_against,Morgana,54.55%,4
Hwei,SUPPORT,strong_against,Karma,54.29%,5
Hwei,SUPPORT,strong_against,Milio,54.00%,6
Hwei,SUPPORT,strong_against,Soraka,53.85%,7
Hwei,SUPPORT,strong_against,Leona,53.03%,8
Hwei,SUPPORT,strong_against,Janna,52.78%,9
Hwei,SUPPORT,strong_against,Lux,50.00%,10
Hwei,SUPPORT,weak_against,Pantheon,26.47%,1
Hwei,SUPPORT,weak_against,Senna,38.78%,2
Hwei,SUPPORT,weak_against,Rakan,39.53%,3
Hwei,SUPPORT,weak_against,Alistar,40.91%,4
Hwei,SUPPORT,weak_against,Braum,41.18%,5
Hwei,SUPPORT,weak_against,Pyke,41.67%,6
Hwei,SUPPORT,weak_against,Seraphine,41.89%,7
Hwei,SUPPORT,weak_against,Thresh,42.75%,8
Hwei,SUPPORT,weak_against,Lulu,44.05%,9
Hwei,SUPPORT,weak_against,Blitzcrank,46.67%,10
Illaoi,TOP,strong_against,Warwick,65.63%,1
Illaoi,TOP,strong_against,Malphite,61.33%,2
Illaoi,TOP,strong_against,Dr. Mundo,60.42%,3
Illaoi,TOP,strong_against,Jax,60.32%,4
Illaoi,TOP,strong_against,Olaf,59.17%,5
Illaoi,TOP,strong_against,Cho'Gath,58.33%,6
Illaoi,TOP,strong_against,Singed,58.06%,7
Illaoi,TOP,strong_against,Pantheon,57.95%,8
Illaoi,TOP,strong_against,Kled,56.90%,9
Illaoi,TOP,strong_against,Volibear,56.59%,10
Illaoi,TOP,weak_against,Kayle,36.61%,1
Illaoi,TOP,weak_against,Teemo,37.29%,2
Illaoi,TOP,weak_against,Kennen,39.34%,3
Illaoi,TOP,weak_against,Tryndamere,42.73%,4
Illaoi,TOP,weak_against,Varus,43.75%,5
Illaoi,TOP,weak_against,Camille,44.12%,6
Illaoi,TOP,weak_against,Trundle,45.28%,7
Illaoi,TOP,weak_against,Fiora,45.53%,8
Illaoi,TOP,weak_against,Jayce,45.76%,9
Illaoi,TOP,weak_against,Aatrox,45.85%,10
Irelia,MID,strong_against,Galio,57.27%,1
Irelia,MID,strong_against,Anivia,56.99%,2
Irelia,MID,strong_against,Orianna,56.43%,3
Irelia,MID,strong_against,Talon,55.91%,4
Irelia,MID,strong_against,Syndra,54.89%,5
Irelia,MID,strong_against,Cassiopeia,54.67%,6
Irelia,MID,strong_against,Garen,54.29%,7
Irelia,MID,strong_against,Yasuo,54.15%,8
Irelia,MID,strong_against,Veigar,53.68%,9
Irelia,MID,strong_against,Yone,53.17%,10
Irelia,MID,weak_against,Pantheon,36.67%,1
Irelia,MID,weak_against,Fizz,40.63%,2
Irelia,MID,weak_against,Sylas,41.60%,3
Irelia,MID,weak_against,Malphite,41.94%,4
Irelia,MID,weak_against,Taliyah,43.24%,5
Irelia,MID,weak_against,Gwen,43.24%,6
Irelia,MID,weak_against,Aurelion Sol,43.66%,7
Irelia,MID,weak_against,Hwei,43.84%,8
Irelia,MID,weak_against,Azir,44.59%,9
Irelia,MID,weak_against,Locke,44.72%,10
Irelia,TOP,strong_against,Jayce,59.11%,1
Irelia,TOP,strong_against,Kled,58.95%,2
Irelia,TOP,strong_against,Teemo,58.19%,3
Irelia,TOP,strong_against,Gwen,57.99%,4
Irelia,TOP,strong_against,Dr. Mundo,57.86%,5
Irelia,TOP,strong_against,Ambessa,56.20%,6
Irelia,TOP,strong_against,Vladimir,55.79%,7
Irelia,TOP,strong_against,Yorick,55.45%,8
Irelia,TOP,strong_against,Kennen,54.86%,9
Irelia,TOP,strong_against,Yasuo,54.75%,10
Irelia,TOP,weak_against,Trundle,39.25%,1
Irelia,TOP,weak_against,Volibear,41.18%,2
Irelia,TOP,weak_against,Olaf,42.48%,3
Irelia,TOP,weak_against,Fiora,43.67%,4
Irelia,TOP,weak_against,Garen,44.85%,5
Irelia,TOP,weak_against,Jax,45.40%,6
Irelia,TOP,weak_against,Sett,46.56%,7
Irelia,TOP,weak_against,Zaahen,46.89%,8
Irelia,TOP,weak_against,Riven,46.95%,9
Irelia,TOP,weak_against,Poppy,46.97%,10
Ivern,JUNGLE,strong_against,Rek'Sai,68.42%,1
Ivern,JUNGLE,strong_against,Xin Zhao,66.67%,2
Ivern,JUNGLE,strong_against,Kindred,63.83%,3
Ivern,JUNGLE,strong_against,Evelynn,63.64%,4
Ivern,JUNGLE,strong_against,Briar,62.50%,5
Ivern,JUNGLE,strong_against,Vi,60.24%,6
Ivern,JUNGLE,strong_against,Quinn,59.46%,7
Ivern,JUNGLE,strong_against,Graves,59.35%,8
Ivern,JUNGLE,strong_against,Rengar,58.11%,9
Ivern,JUNGLE,strong_against,Amumu,57.50%,10
Ivern,JUNGLE,weak_against,Elise,39.47%,1
Ivern,JUNGLE,weak_against,Naafiri,40.00%,2
Ivern,JUNGLE,weak_against,Kha'Zix,41.76%,3
Ivern,JUNGLE,weak_against,Zed,42.50%,4
Ivern,JUNGLE,weak_against,Zyra,43.75%,5
Ivern,JUNGLE,weak_against,Talon,45.16%,6
Ivern,JUNGLE,weak_against,Ekko,46.59%,7
Ivern,JUNGLE,weak_against,Jayce,47.73%,8
Ivern,JUNGLE,weak_against,Bel'Veth,48.00%,9
Ivern,JUNGLE,weak_against,Jarvan IV,48.21%,10
Janna,SUPPORT,strong_against,Shaco,63.08%,1
Janna,SUPPORT,strong_against,Swain,60.98%,2
Janna,SUPPORT,strong_against,Xerath,59.09%,3
Janna,SUPPORT,strong_against,Shen,57.63%,4
Janna,SUPPORT,strong_against,Morgana,57.32%,5
Janna,SUPPORT,strong_against,Elise,57.14%,6
Janna,SUPPORT,strong_against,Camille,57.05%,7
Janna,SUPPORT,strong_against,Zoe,56.82%,8
Janna,SUPPORT,strong_against,Sylas,56.52%,9
Janna,SUPPORT,strong_against,Neeko,55.71%,10
Janna,SUPPORT,weak_against,Renata Glasc,40.48%,1
Janna,SUPPORT,weak_against,Zyra,44.66%,2
Janna,SUPPORT,weak_against,Tahm Kench,45.45%,3
Janna,SUPPORT,weak_against,Taric,46.48%,4
Janna,SUPPORT,weak_against,Nami,46.80%,5
Janna,SUPPORT,weak_against,Hwei,47.22%,6
Janna,SUPPORT,weak_against,Nautilus,47.38%,7
Janna,SUPPORT,weak_against,Zilean,47.98%,8
Janna,SUPPORT,weak_against,Thresh,48.13%,9
Janna,SUPPORT,weak_against,Senna,48.26%,10
Jarvan IV,JUNGLE,strong_against,Elise,57.06%,1
Jarvan IV,JUNGLE,strong_against,Karthus,57.00%,2
Jarvan IV,JUNGLE,strong_against,Pantheon,55.68%,3
Jarvan IV,JUNGLE,strong_against,Rengar,55.46%,4
Jarvan IV,JUNGLE,strong_against,Kha'Zix,54.30%,5
Jarvan IV,JUNGLE,strong_against,Lillia,54.13%,6
Jarvan IV,JUNGLE,strong_against,Diana,53.68%,7
Jarvan IV,JUNGLE,strong_against,Kayn,52.78%,8
Jarvan IV,JUNGLE,strong_against,Hecarim,52.03%,9
Jarvan IV,JUNGLE,strong_against,Rammus,51.82%,10
Jarvan IV,JUNGLE,weak_against,Rek'Sai,37.98%,1
Jarvan IV,JUNGLE,weak_against,Quinn,41.03%,2
Jarvan IV,JUNGLE,weak_against,Gwen,41.96%,3
Jarvan IV,JUNGLE,weak_against,Nidalee,44.48%,4
Jarvan IV,JUNGLE,weak_against,Briar,45.10%,5
Jarvan IV,JUNGLE,weak_against,Kindred,45.50%,6
Jarvan IV,JUNGLE,weak_against,Cho'Gath,45.54%,7
Jarvan IV,JUNGLE,weak_against,Ekko,46.49%,8
Jarvan IV,JUNGLE,weak_against,Talon,46.98%,9
Jarvan IV,JUNGLE,weak_against,Trundle,47.37%,10
Jax,JUNGLE,strong_against,Diana,58.21%,1
Jax,JUNGLE,strong_against,Quinn,56.67%,2
Jax,JUNGLE,strong_against,Zac,56.34%,3
Jax,JUNGLE,strong_against,Hecarim,56.15%,4
Jax,JUNGLE,strong_against,Amumu,56.00%,5
Jax,JUNGLE,strong_against,Bel'Veth,55.24%,6
Jax,JUNGLE,strong_against,Wukong,54.91%,7
Jax,JUNGLE,strong_against,Nunu & Willump,54.84%,8
Jax,JUNGLE,strong_against,Kindred,54.35%,9
Jax,JUNGLE,strong_against,Master Yi,52.90%,10
Jax,JUNGLE,weak_against,Fiddlesticks,34.21%,1
Jax,JUNGLE,weak_against,Xin Zhao,38.96%,2
Jax,JUNGLE,weak_against,Nocturne,44.12%,3
Jax,JUNGLE,weak_against,Shyvana,44.63%,4
Jax,JUNGLE,weak_against,Nidalee,45.00%,5
Jax,JUNGLE,weak_against,Qiyana,45.68%,6
Jax,JUNGLE,weak_against,Graves,45.91%,7
Jax,JUNGLE,weak_against,Ekko,45.98%,8
Jax,JUNGLE,weak_against,Lillia,46.58%,9
Jax,JUNGLE,weak_against,Kha'Zix,47.22%,10
Jax,TOP,strong_against,Riven,60.41%,1
Jax,TOP,strong_against,Varus,59.09%,2
Jax,TOP,strong_against,Volibear,58.92%,3
Jax,TOP,strong_against,Trundle,56.98%,4
Jax,TOP,strong_against,Wukong,56.67%,5
Jax,TOP,strong_against,Yorick,55.85%,6
Jax,TOP,strong_against,Yone,55.70%,7
Jax,TOP,strong_against,Zaahen,54.05%,8
Jax,TOP,strong_against,Irelia,53.94%,9
Jax,TOP,strong_against,Heimerdinger,53.16%,10
Jax,TOP,weak_against,Dr. Mundo,38.44%,1
Jax,TOP,weak_against,Poppy,40.26%,2
Jax,TOP,weak_against,Illaoi,40.32%,3
Jax,TOP,weak_against,Singed,41.67%,4
Jax,TOP,weak_against,Pantheon,42.08%,5
Jax,TOP,weak_against,Kled,43.87%,6
Jax,TOP,weak_against,Ornn,44.51%,7
Jax,TOP,weak_against,Teemo,44.75%,8
Jax,TOP,weak_against,Urgot,44.87%,9
Jax,TOP,weak_against,Garen,45.23%,10
Jayce,JUNGLE,strong_against,Fiddlesticks,64.58%,1
Jayce,JUNGLE,strong_against,Kayn,57.25%,2
Jayce,JUNGLE,strong_against,Zyra,55.07%,3
Jayce,JUNGLE,strong_against,Viego,53.30%,4
Jayce,JUNGLE,strong_against,Ivern,52.27%,5
Jayce,JUNGLE,strong_against,Zac,52.24%,6
Jayce,JUNGLE,strong_against,Master Yi,52.14%,7
Jayce,JUNGLE,strong_against,Karthus,52.08%,8
Jayce,JUNGLE,strong_against,Jarvan IV,51.81%,9
Jayce,JUNGLE,strong_against,Diana,51.72%,10
Jayce,JUNGLE,weak_against,Sejuani,30.56%,1
Jayce,JUNGLE,weak_against,Evelynn,36.21%,2
Jayce,JUNGLE,weak_against,Aatrox,37.50%,3
Jayce,JUNGLE,weak_against,Rek'Sai,40.38%,4
Jayce,JUNGLE,weak_against,Taliyah,41.30%,5
Jayce,JUNGLE,weak_against,Shyvana,41.67%,6
Jayce,JUNGLE,weak_against,Kindred,42.62%,7
Jayce,JUNGLE,weak_against,Skarner,43.24%,8
Jayce,JUNGLE,weak_against,Qiyana,43.55%,9
Jayce,JUNGLE,weak_against,Sylas,44.96%,10
Jayce,MID,strong_against,Orianna,63.04%,1
Jayce,MID,strong_against,Zed,62.00%,2
Jayce,MID,strong_against,Yone,56.04%,3
Jayce,MID,strong_against,Viktor,55.14%,4
Jayce,MID,strong_against,Zoe,54.84%,5
Jayce,MID,strong_against,Ahri,52.88%,6
Jayce,MID,strong_against,Yasuo,51.04%,7
Jayce,MID,strong_against,Katarina,49.49%,8
Jayce,MID,strong_against,Lissandra,49.32%,9
Jayce,MID,strong_against,Xerath,49.06%,10
Jayce,MID,weak_against,Vladimir,32.35%,1
Jayce,MID,weak_against,Hwei,33.96%,2
Jayce,MID,weak_against,Galio,38.33%,3
Jayce,MID,weak_against,LeBlanc,38.33%,4
Jayce,MID,weak_against,Ryze,39.53%,5
Jayce,MID,weak_against,Qiyana,41.67%,6
Jayce,MID,weak_against,Sylas,44.44%,7
Jayce,MID,weak_against,Malzahar,44.68%,8
Jayce,MID,weak_against,Ekko,45.16%,9
Jayce,MID,weak_against,Twisted Fate,45.31%,10
Jayce,TOP,strong_against,Volibear,55.97%,1
Jayce,TOP,strong_against,Singed,55.56%,2
Jayce,TOP,strong_against,Warwick,55.06%,3
Jayce,TOP,strong_against,Illaoi,54.62%,4
Jayce,TOP,strong_against,Rumble,54.44%,5
Jayce,TOP,strong_against,K'Sante,54.31%,6
Jayce,TOP,strong_against,Darius,54.27%,7
Jayce,TOP,strong_against,Akali,54.22%,8
Jayce,TOP,strong_against,Vayne,54.22%,9
Jayce,TOP,strong_against,Gwen,52.63%,10
Jayce,TOP,weak_against,Riven,39.75%,1
Jayce,TOP,weak_against,Quinn,40.23%,2
Jayce,TOP,weak_against,Irelia,41.32%,3
Jayce,TOP,weak_against,Vladimir,41.56%,4
Jayce,TOP,weak_against,Teemo,43.12%,5
Jayce,TOP,weak_against,Gragas,43.20%,6
Jayce,TOP,weak_against,Malphite,43.47%,7
Jayce,TOP,weak_against,Cho'Gath,43.59%,8
Jayce,TOP,weak_against,Heimerdinger,43.66%,9
Jayce,TOP,weak_against,Ornn,43.87%,10
Jhin,ADC,strong_against,Mel,55.29%,1
Jhin,ADC,strong_against,Corki,53.85%,2
Jhin,ADC,strong_against,Brand,53.79%,3
Jhin,ADC,strong_against,Smolder,52.91%,4
Jhin,ADC,strong_against,Ezreal,52.68%,5
Jhin,ADC,strong_against,Miss Fortune,52.42%,6
Jhin,ADC,strong_against,Caitlyn,52.21%,7
Jhin,ADC,strong_against,Vayne,52.21%,8
Jhin,ADC,strong_against,Varus,51.98%,9
Jhin,ADC,strong_against,Aurelion Sol,51.93%,10
Jhin,ADC,weak_against,Lux,39.47%,1
Jhin,ADC,weak_against,Karthus,40.16%,2
Jhin,ADC,weak_against,Nilah,42.92%,3
Jhin,ADC,weak_against,Veigar,44.67%,4
Jhin,ADC,weak_against,Kog'Maw,44.89%,5
Jhin,ADC,weak_against,Swain,45.41%,6
Jhin,ADC,weak_against,Vladimir,45.52%,7
Jhin,ADC,weak_against,Vel'Koz,45.58%,8
Jhin,ADC,weak_against,Tristana,46.21%,9
Jhin,ADC,weak_against,Yasuo,46.60%,10
Jinx,ADC,strong_against,Varus,58.15%,1
Jinx,ADC,strong_against,Mel,57.98%,2
Jinx,ADC,strong_against,Vayne,56.03%,3
Jinx,ADC,strong_against,Ezreal,54.57%,4
Jinx,ADC,strong_against,Karthus,54.40%,5
Jinx,ADC,strong_against,Zeri,54.34%,6
Jinx,ADC,strong_against,Lucian,53.74%,7
Jinx,ADC,strong_against,Hwei,53.51%,8
Jinx,ADC,strong_against,Kai'Sa,53.39%,9
Jinx,ADC,strong_against,Draven,53.01%,10
Jinx,ADC,weak_against,Lux,42.62%,1
Jinx,ADC,weak_against,Xerath,47.34%,2
Jinx,ADC,weak_against,Yasuo,47.45%,3
Jinx,ADC,weak_against,Twitch,48.10%,4
Jinx,ADC,weak_against,Katarina,48.98%,5
Jinx,ADC,weak_against,Viktor,49.64%,6
Jinx,ADC,weak_against,Tristana,49.71%,7
Jinx,ADC,weak_against,Swain,49.78%,8
Jinx,ADC,weak_against,Nilah,49.81%,9
Jinx,ADC,weak_against,Xayah,49.89%,10
K'Sante,TOP,strong_against,Warwick,59.72%,1
K'Sante,TOP,strong_against,Ryze,55.56%,2
K'Sante,TOP,strong_against,Malphite,53.42%,3
K'Sante,TOP,strong_against,Trundle,53.33%,4
K'Sante,TOP,strong_against,Dr. Mundo,52.90%,5
K'Sante,TOP,strong_against,Tahm Kench,52.63%,6
K'Sante,TOP,strong_against,Volibear,52.52%,7
K'Sante,TOP,strong_against,Aatrox,52.29%,8
K'Sante,TOP,strong_against,Heimerdinger,51.72%,9
K'Sante,TOP,strong_against,Jax,51.63%,10
K'Sante,TOP,weak_against,Gragas,35.54%,1
K'Sante,TOP,weak_against,Tryndamere,38.07%,2
K'Sante,TOP,weak_against,Kennen,39.47%,3
K'Sante,TOP,weak_against,Singed,39.85%,4
K'Sante,TOP,weak_against,Pantheon,40.00%,5
K'Sante,TOP,weak_against,Shen,40.21%,6
K'Sante,TOP,weak_against,Kayle,40.27%,7
K'Sante,TOP,weak_against,Urgot,40.88%,8
K'Sante,TOP,weak_against,Garen,41.35%,9
K'Sante,TOP,weak_against,Camille,41.52%,10
Kai'Sa,ADC,strong_against,Mel,54.96%,1
Kai'Sa,ADC,strong_against,Ziggs,54.14%,2
Kai'Sa,ADC,strong_against,Vayne,53.95%,3
Kai'Sa,ADC,strong_against,Ezreal,53.74%,4
Kai'Sa,ADC,strong_against,Katarina,53.50%,5
Kai'Sa,ADC,strong_against,Brand,52.94%,6
Kai'Sa,ADC,strong_against,Xerath,51.83%,7
Kai'Sa,ADC,strong_against,Jhin,51.76%,8
Kai'Sa,ADC,strong_against,Lucian,50.92%,9
Kai'Sa,ADC,strong_against,Kalista,50.86%,10
Kai'Sa,ADC,weak_against,Vladimir,42.53%,1
Kai'Sa,ADC,weak_against,Karthus,42.59%,2
Kai'Sa,ADC,weak_against,Aurelion Sol,44.14%,3
Kai'Sa,ADC,weak_against,Swain,44.53%,4
Kai'Sa,ADC,weak_against,Senna,45.96%,5
Kai'Sa,ADC,weak_against,Xayah,46.58%,6
Kai'Sa,ADC,weak_against,Jinx,46.61%,7
Kai'Sa,ADC,weak_against,Zeri,46.68%,8
Kai'Sa,ADC,weak_against,Draven,47.21%,9
Kai'Sa,ADC,weak_against,Aphelios,47.44%,10
Kalista,ADC,strong_against,Lux,74.19%,1
Kalista,ADC,strong_against,Syndra,62.65%,2
Kalista,ADC,strong_against,Ziggs,61.84%,3
Kalista,ADC,strong_against,Katarina,60.00%,4
Kalista,ADC,strong_against,Zeri,59.41%,5
Kalista,ADC,strong_against,Seraphine,57.97%,6
Kalista,ADC,strong_against,Xerath,57.89%,7
Kalista,ADC,strong_against,Hwei,56.41%,8
Kalista,ADC,strong_against,Vayne,55.24%,9
Kalista,ADC,strong_against,Veigar,55.10%,10
Kalista,ADC,weak_against,Miss Fortune,39.47%,1
Kalista,ADC,weak_against,Mel,40.32%,2
Kalista,ADC,weak_against,Corki,40.70%,3
Kalista,ADC,weak_against,Swain,40.91%,4
Kalista,ADC,weak_against,Yunara,42.81%,5
Kalista,ADC,weak_against,Draven,47.18%,6
Kalista,ADC,weak_against,Varus,47.30%,7
Kalista,ADC,weak_against,Twitch,47.40%,8
Kalista,ADC,weak_against,Tristana,47.45%,9
Kalista,ADC,weak_against,Jinx,47.46%,10
Karma,SUPPORT,strong_against,Mel,69.33%,1
Karma,SUPPORT,strong_against,Fiddlesticks,61.76%,2
Karma,SUPPORT,strong_against,Ashe,61.54%,3
Karma,SUPPORT,strong_against,Teemo,59.09%,4
Karma,SUPPORT,strong_against,Swain,58.22%,5
Karma,SUPPORT,strong_against,Shaco,58.02%,6
Karma,SUPPORT,strong_against,Renata Glasc,57.41%,7
Karma,SUPPORT,strong_against,Maokai,55.84%,8
Karma,SUPPORT,strong_against,Xerath,55.37%,9
Karma,SUPPORT,strong_against,Elise,55.36%,10
Karma,SUPPORT,weak_against,Amumu,34.78%,1
Karma,SUPPORT,weak_against,Braum,40.77%,2
Karma,SUPPORT,weak_against,Tahm Kench,43.48%,3
Karma,SUPPORT,weak_against,Bard,45.34%,4
Karma,SUPPORT,weak_against,Nautilus,45.70%,5
Karma,SUPPORT,weak_against,Hwei,45.71%,6
Karma,SUPPORT,weak_against,Sona,45.90%,7
Karma,SUPPORT,weak_against,Leona,45.95%,8
Karma,SUPPORT,weak_against,Shen,46.24%,9
Karma,SUPPORT,weak_against,Neeko,46.30%,10
Karthus,ADC,strong_against,Syndra,67.57%,1
Karthus,ADC,strong_against,Ashe,60.00%,2
Karthus,ADC,strong_against,Jhin,59.84%,3
Karthus,ADC,strong_against,Ezreal,59.76%,4
Karthus,ADC,strong_against,Tristana,58.11%,5
Karthus,ADC,strong_against,Kai'Sa,57.41%,6
Karthus,ADC,strong_against,Aphelios,57.14%,7
Karthus,ADC,strong_against,Yunara,56.00%,8
Karthus,ADC,strong_against,Twitch,52.17%,9
Karthus,ADC,strong_against,Sivir,50.94%,10
Karthus,ADC,weak_against,Viktor,32.35%,1
Karthus,ADC,weak_against,Seraphine,40.00%,2
Karthus,ADC,weak_against,Draven,41.86%,3
Karthus,ADC,weak_against,Miss Fortune,44.12%,4
Karthus,ADC,weak_against,Jinx,45.60%,5
Karthus,ADC,weak_against,Zeri,46.15%,6
Karthus,ADC,weak_against,Xayah,46.15%,7
Karthus,ADC,weak_against,Caitlyn,46.59%,8
Karthus,ADC,weak_against,Samira,46.88%,9
Karthus,ADC,weak_against,Lucian,49.18%,10
Karthus,JUNGLE,strong_against,Briar,59.46%,1
Karthus,JUNGLE,strong_against,Zac,56.86%,2
Karthus,JUNGLE,strong_against,Qiyana,55.88%,3
Karthus,JUNGLE,strong_against,Warwick,55.26%,4
Karthus,JUNGLE,strong_against,Rammus,55.26%,5
Karthus,JUNGLE,strong_against,Shyvana,54.88%,6
Karthus,JUNGLE,strong_against,Diana,54.29%,7
Karthus,JUNGLE,strong_against,Zed,53.23%,8
Karthus,JUNGLE,strong_against,Graves,52.94%,9
Karthus,JUNGLE,strong_against,Kayn,52.83%,10
Karthus,JUNGLE,weak_against,Kindred,37.78%,1
Karthus,JUNGLE,weak_against,Nunu & Willump,39.47%,2
Karthus,JUNGLE,weak_against,Lillia,40.28%,3
Karthus,JUNGLE,weak_against,Udyr,41.18%,4
Karthus,JUNGLE,weak_against,Elise,41.94%,5
Karthus,JUNGLE,weak_against,Jarvan IV,43.00%,6
Karthus,JUNGLE,weak_against,Wukong,43.30%,7
Karthus,JUNGLE,weak_against,Nidalee,43.53%,8
Karthus,JUNGLE,weak_against,Hecarim,43.75%,9
Karthus,JUNGLE,weak_against,Naafiri,44.59%,10
Kassadin,MID,strong_against,Vel'Koz,65.91%,1
Kassadin,MID,strong_against,Pantheon,61.67%,2
Kassadin,MID,strong_against,Garen,58.82%,3
Kassadin,MID,strong_against,Ekko,57.55%,4
Kassadin,MID,strong_against,Aurora,57.38%,5
Kassadin,MID,strong_against,Ryze,56.20%,6
Kassadin,MID,strong_against,Aurelion Sol,55.56%,7
Kassadin,MID,strong_against,Talon,55.07%,8
Kassadin,MID,strong_against,Diana,54.88%,9
Kassadin,MID,strong_against,Jayce,54.55%,10
Kassadin,MID,weak_against,Nasus,36.46%,1
Kassadin,MID,weak_against,Anivia,41.94%,2
Kassadin,MID,weak_against,Cassiopeia,43.33%,3
Kassadin,MID,weak_against,Yone,44.41%,4
Kassadin,MID,weak_against,Annie,46.15%,5
Kassadin,MID,weak_against,Lux,46.55%,6
Kassadin,MID,weak_against,Tristana,46.73%,7
Kassadin,MID,weak_against,Zoe,46.94%,8
Kassadin,MID,weak_against,Zed,47.03%,9
Kassadin,MID,weak_against,Syndra,47.04%,10
Katarina,ADC,strong_against,Sivir,71.88%,1
Katarina,ADC,strong_against,Yasuo,61.02%,2
Katarina,ADC,strong_against,Veigar,58.54%,3
Katarina,ADC,strong_against,Syndra,57.97%,4
Katarina,ADC,strong_against,Viktor,57.35%,5
Katarina,ADC,strong_against,Miss Fortune,56.72%,6
Katarina,ADC,strong_against,Ezreal,56.34%,7
Katarina,ADC,strong_against,Ashe,55.07%,8
Katarina,ADC,strong_against,Caitlyn,52.82%,9
Katarina,ADC,strong_against,Jhin,52.67%,10
